"station","arrondissement","mm","jj","n_tot","n_AM","n_PM","n_rush","temp","precip_ind"
"Brébeuf / Curé-Poirier","Longueuil",6,7,3,1,0,1,15.8,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",10,7,128,7,28,35,7.5,0
"Crescent / de Maisonneuve","Ville-Marie",9,5,222,14,61,75,16.6,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",8,2,76,17,22,39,18.6,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",9,7,21,1,2,3,10.5,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",6,6,43,9,5,14,18.5,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",10,3,98,29,19,48,16.9,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",9,5,41,10,6,16,20.3,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",8,3,51,6,10,16,19.2,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",5,1,5,0,1,1,21.8,1
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",9,4,61,10,20,30,20.1,0
"Union / Ste-Catherine","Ville-Marie",8,5,116,2,36,38,27.4,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",9,5,8,1,2,3,16.6,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",5,4,22,3,11,14,21.7,0
"Atwater / Sherbrooke","Ville-Marie",6,2,49,8,10,18,22.4,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",10,6,4,0,0,0,12.5,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",7,1,158,7,24,31,20.9,0
"Mayfield / St-Martin O","Laval",7,4,4,0,0,0,20.7,0
"Brittany / Ainsley","Mont-Royal",8,3,22,2,5,7,18.1,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",8,6,4,0,1,1,21.4,0
"Parc Bariteau (Saint-Georges)","Longueuil",9,7,4,0,4,4,18.1,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",6,2,170,29,54,83,15,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",7,1,29,9,0,9,24.3,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",7,2,17,0,8,8,25.9,0
"Fullum / de Rouen","Ville-Marie",7,3,89,25,31,56,24.8,0
"Union / Ste-Catherine","Ville-Marie",9,5,98,4,58,62,20.3,0
"Fullum / de Rouen","Ville-Marie",9,1,63,10,18,28,15.7,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",6,4,79,21,19,40,27.2,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",10,6,45,5,5,10,7.2,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",6,4,14,4,1,5,27.2,0
"Mackay / René-Lévesque","Ville-Marie",5,6,56,2,18,20,14.3,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",10,5,5,1,1,2,17.1,0
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",6,4,47,15,11,26,20.2,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",8,1,48,6,16,22,18.8,0
"Aylmer / Ste-Catherine","Ville-Marie",5,7,50,0,15,15,18.3,0
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",9,3,51,20,15,35,18.1,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",6,5,12,2,5,7,18.4,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",8,2,18,0,9,9,18.6,0
"Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain)","Rosemont - La Petite-Patrie",5,3,39,3,14,17,16.7,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",7,7,138,13,24,37,23.5,0
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",5,2,40,6,15,21,21.8,0
"Dollard / Bernard","Outremont",10,5,70,13,12,25,10.3,0
"Mackay / René-Lévesque","Ville-Marie",7,2,99,28,22,50,24.8,0
"St-Jacques / St-Laurent","Ville-Marie",8,4,44,3,14,17,16.8,0
"Alexandre-DeSève / Ontario","Ville-Marie",8,2,127,43,28,71,15.5,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",7,2,91,10,26,36,22.6,0
"Mackay / René-Lévesque","Ville-Marie",6,3,122,16,26,42,24.7,0
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",9,1,22,3,4,7,13.7,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",8,7,74,4,18,22,23.5,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",8,4,9,0,5,5,26.8,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",9,7,175,5,46,51,21.7,0
"Querbes / Laurier","Outremont",8,7,78,5,18,23,20.4,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",9,3,83,24,20,44,21.7,0
"St-Jacques / St-Laurent","Ville-Marie",6,1,48,3,17,20,23.7,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",8,3,2,0,0,0,14.2,1
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",9,7,72,2,25,27,21.7,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",5,7,3,0,1,1,12.1,1
"Terminus Newman (Airlie / Lafleur)","LaSalle",8,3,6,0,4,4,18.1,0
"Hodge / Laperrière","Saint-Laurent",10,3,10,1,4,5,6.7,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",8,2,124,27,34,61,18.6,0
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",8,4,105,17,33,50,26.8,0
"Mayfield / St-Martin O","Laval",10,2,1,0,0,0,16.4,0
"Atwater / Sherbrooke","Ville-Marie",7,3,55,12,8,20,22.9,1
"Gilford / Papineau","Le Plateau-Mont-Royal",5,3,72,16,19,35,23.8,0
"Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain)","Rosemont - La Petite-Patrie",6,7,29,1,4,5,20.5,0
"Union / Ste-Catherine","Ville-Marie",8,1,104,3,66,69,18.8,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",8,3,70,7,22,29,19.2,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",9,6,45,5,7,12,21.5,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",10,7,60,8,11,19,13.1,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",7,6,1,1,0,1,23.1,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",5,3,95,17,37,54,10.2,0
"Desaulniers / Marquette","Longueuil",7,3,11,2,3,5,24.8,0
"de Côme / Jean-Talon","Saint-Léonard",8,1,6,0,1,1,18.4,0
"Querbes / Laurier","Outremont",5,6,61,3,18,21,14.3,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",9,1,49,5,22,27,15.3,0
"Mackay / Ste-Catherine","Ville-Marie",6,3,140,13,32,45,22.3,1
"Le Corbusier / St-Martin O","Laval",5,5,5,0,3,3,20.3,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",8,4,5,1,1,2,16.8,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",7,2,55,12,10,22,25.9,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",5,1,61,6,11,17,22.1,0
"St-Jacques / St-Laurent","Ville-Marie",5,3,31,2,9,11,11.7,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",9,6,66,7,13,20,19.5,0
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",6,7,5,0,2,2,21.8,1
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",9,3,163,31,42,73,21.7,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",10,6,48,2,6,8,9.9,0
"St-Laurent / Joliette","Longueuil",5,1,13,3,3,6,15.3,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",7,1,35,12,4,16,26.2,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",5,3,5,4,0,4,11.7,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",5,1,21,4,7,11,15.3,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",5,7,87,8,15,23,13.8,0
"Fullum / de Rouen","Ville-Marie",7,1,84,12,26,38,24.3,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",5,4,87,14,19,33,14.5,0
"Alexandre-DeSève / Ontario","Ville-Marie",7,2,177,47,45,92,21.8,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",8,2,48,9,5,14,22,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",9,5,103,23,28,51,16.6,0
"Le Corbusier / St-Martin O","Laval",9,7,3,0,1,1,18.1,0
"Robert-Bourassa / René-Lévesque","Ville-Marie",8,3,109,5,59,64,19.2,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",10,4,69,8,19,27,9.6,0
"Hutchison / Van Horne","Outremont",5,1,69,5,10,15,22.1,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",5,2,23,7,5,12,17.7,0
"Le Corbusier / St-Martin O","Laval",8,7,10,1,1,2,23.5,0
"Parc Bariteau (Saint-Georges)","Longueuil",10,2,3,0,0,0,7,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",7,5,13,3,2,5,21,0
"Fullum / de Rouen","Ville-Marie",6,6,102,12,23,35,19.8,0
"Terminus Newman (Airlie / Lafleur)","LaSalle",7,2,3,0,3,3,22.6,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",5,6,126,15,24,39,12.8,0
"St-Jacques / St-Laurent","Ville-Marie",7,2,59,3,24,27,25.9,0
"de Chenonceau / Chomedey","Laval",10,3,2,0,1,1,16.4,0
"Brittany / Ainsley","Mont-Royal",5,5,28,4,8,12,14.4,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",8,1,127,21,18,39,18.4,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",8,2,21,6,4,10,15.5,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",10,1,30,5,10,15,12,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",6,6,19,4,5,9,19.5,0
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",7,4,39,13,9,22,25.4,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",7,2,20,2,4,6,22.6,0
"Gilford / Papineau","Le Plateau-Mont-Royal",5,7,75,9,10,19,18.3,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",6,3,42,9,12,21,22.3,1
"Graham / Brookfield","Mont-Royal",6,4,36,5,11,16,15,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",6,7,4,1,0,1,22.2,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",7,7,24,2,10,12,23.8,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",8,3,71,10,21,31,14.2,1
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",7,3,100,13,18,31,25.3,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",10,7,99,5,27,32,14,0
"Michelet / Jean-Talon","Saint-Léonard",5,2,12,2,5,7,17.7,0
"Robert-Bourassa / René-Lévesque","Ville-Marie",9,4,90,8,44,52,20.1,0
"Graham / Brookfield","Mont-Royal",7,3,31,7,4,11,25.3,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",8,6,25,0,11,11,21.4,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",8,5,194,13,53,66,19.2,0
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",9,7,52,5,11,16,10.5,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",10,1,5,1,1,2,5.9,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",5,4,9,1,2,3,18.9,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",7,2,68,12,14,26,21.8,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",6,5,96,14,23,37,18.9,0
"Dollard / Bernard","Outremont",9,6,46,5,8,13,19.5,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",10,6,151,13,28,41,13.9,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",5,3,63,20,22,42,10.2,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",6,5,22,6,1,7,18.9,0
"Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain)","Rosemont - La Petite-Patrie",5,1,36,0,16,16,16.4,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",5,2,41,8,9,17,14.5,0
"Aylmer / Ste-Catherine","Ville-Marie",8,1,43,4,3,7,18.4,0
"Union / Ste-Catherine","Ville-Marie",7,6,102,1,33,34,25,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",9,4,191,24,45,69,20.7,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",7,1,38,5,9,14,24.3,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",10,1,1,0,1,1,17.3,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",5,5,159,14,49,63,14.4,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",8,1,44,16,7,23,21.8,0
"Parc Bariteau (Saint-Georges)","Longueuil",10,7,1,0,0,0,7.5,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",8,4,109,15,22,37,23.6,0
"Crescent / de Maisonneuve","Ville-Marie",10,5,221,10,66,76,17.1,0
"Tupper / du Fort","Ville-Marie",6,5,103,13,35,48,15.7,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",5,1,56,4,26,30,16.4,0
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",10,2,49,13,16,29,9.4,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",10,4,78,25,22,47,9.6,0
"St-Jacques / St-Laurent","Ville-Marie",7,1,61,5,23,28,20.4,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",6,5,58,9,12,21,21.5,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",5,1,50,4,16,20,22.1,0
"Irwin / Allard","LaSalle",9,5,32,5,12,17,20.1,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",6,1,49,7,8,15,15.2,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",6,3,29,9,7,16,28.7,0
"St-Germain / Hochelaga","Mercier - Hochelaga-Maisonneuve",7,7,43,2,13,15,25,0
"St-Laurent / Joliette","Longueuil",9,1,15,3,5,8,17.8,0
"St-Germain / Hochelaga","Mercier - Hochelaga-Maisonneuve",6,2,33,8,8,16,23.3,0
"Tupper / du Fort","Ville-Marie",9,6,55,16,4,20,15.9,1
"Le Corbusier / St-Martin O","Laval",10,6,2,0,0,0,12.5,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",9,5,48,5,13,18,20.1,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",9,5,80,9,3,12,20.3,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",5,5,23,3,5,8,20.3,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",8,2,39,9,8,17,23.9,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",8,6,42,2,9,11,27.4,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",7,4,24,6,8,14,20.2,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",10,7,46,6,7,13,7.5,0
"Métro Snowdon (Circle / Queen-Mary)","Côte-des-Neiges - Notre-Dame-de-Grâce",10,2,60,6,17,23,17,0
"Graham / Brookfield","Mont-Royal",8,2,48,13,12,25,23.9,0
"des Érables / Dandurand","Rosemont - La Petite-Patrie",8,2,52,13,12,25,15.5,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",7,5,15,3,3,6,25.3,0
"Brittany / Ainsley","Mont-Royal",10,6,16,0,4,4,9.9,0
"St-Jacques / St-Laurent","Ville-Marie",8,2,35,3,13,16,18.6,0
"Michelet / Jean-Talon","Saint-Léonard",6,4,21,2,11,13,15,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",6,5,82,3,24,27,18.4,0
"Crescent / de Maisonneuve","Ville-Marie",8,5,191,8,53,61,24.5,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",5,6,33,7,5,12,14.5,0
"Alexandre-DeSève / Ontario","Ville-Marie",9,1,122,29,40,69,15.7,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",8,4,218,32,83,115,16.9,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",7,1,30,1,0,1,20.9,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",9,4,96,9,30,39,20.1,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",5,4,38,9,9,18,21.7,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",10,1,131,25,39,64,12,0
"Aylmer / Prince-Arthur","Le Plateau-Mont-Royal",6,2,225,36,68,104,23.3,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",7,2,187,28,59,87,22.6,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",5,2,7,4,0,4,14.5,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",10,2,55,15,12,27,7,0
"Jean-Paul-Vincent / Adoncour","Longueuil",8,6,6,0,0,0,22.4,0
"St-Dominique / Rachel","Le Plateau-Mont-Royal",8,5,234,27,57,84,19.7,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",10,6,51,5,12,17,9.9,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",10,3,9,0,5,5,16.9,0
"Le Corbusier / St-Martin O","Laval",5,4,5,0,1,1,11.1,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",9,1,53,4,12,16,13.7,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",5,3,34,5,14,19,10.2,0
"Le Corbusier / St-Martin O","Laval",6,7,3,0,1,1,16.3,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",6,3,93,6,34,40,22.3,1
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",5,5,43,9,8,17,14.2,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",7,7,18,1,12,13,23.8,0
"Crescent / de Maisonneuve","Ville-Marie",5,6,188,3,43,46,14.5,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",7,4,50,4,14,18,20.2,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",10,3,168,17,54,71,16.4,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",5,7,23,1,8,9,13.8,0
"Robert-Bourassa / René-Lévesque","Ville-Marie",7,6,83,0,28,28,25,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",10,4,116,24,29,53,6.7,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",8,1,6,0,1,1,18.8,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",5,7,40,1,5,6,12.1,1
"Parc Chenier (de l'Aréna / Chenier)","Anjou",6,4,8,2,0,2,27.2,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",10,7,32,6,3,9,2.7,0
"Le Corbusier / St-Martin O","Laval",7,2,5,0,3,3,21.8,0
"Boyer / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",10,4,94,14,27,41,21.4,0
"de Grenoble / de Cassis","Laval",9,6,2,0,0,0,19.5,0
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",5,5,113,17,44,61,20.3,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",10,3,76,14,27,41,16.4,0
"Jean-Paul-Vincent / Adoncour","Longueuil",5,5,4,0,2,2,14.2,0
"Hodge / Laperrière","Saint-Laurent",8,6,7,1,1,2,22.4,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",7,7,47,1,10,11,25,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",5,6,126,8,27,35,12.8,0
"Le Corbusier / St-Martin O","Laval",8,2,2,0,0,0,22,0
"Desaulniers / Marquette","Longueuil",6,6,15,1,3,4,19.8,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",6,2,197,29,63,92,23.3,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",8,2,170,19,65,84,15.5,0
"St-Patrick / Briand","Le Sud-Ouest",8,1,34,8,4,12,18.4,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",7,6,11,1,2,3,22.7,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",6,2,47,9,7,16,22.4,0
"Mackay / Ste-Catherine","Ville-Marie",9,2,140,15,44,59,13.7,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",10,7,3,0,3,3,7.5,0
"Fullum / de Rouen","Ville-Marie",8,7,62,8,9,17,23.5,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",6,6,86,12,17,29,14.8,0
"Desaulniers / Marquette","Longueuil",7,2,14,2,5,7,21.8,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",5,7,41,4,6,10,12.1,1
"Saint-Rémi / Valois","Laval",9,5,2,1,0,1,20.3,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",6,5,4,2,0,2,21.5,0
"Melville / de Maisonneuve","Westmount",8,6,95,7,30,37,22.4,0
"Bélanger / des Galeries d'Anjou","Anjou",10,2,8,0,5,5,7,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",9,2,308,37,102,139,15.7,0
"Aylmer / Ste-Catherine","Ville-Marie",7,3,76,1,36,37,22.9,1
"Alexandre-DeSève / Ontario","Ville-Marie",7,4,104,16,29,45,20.2,0
"Tupper / du Fort","Ville-Marie",8,2,84,14,22,36,22,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",7,2,67,19,12,31,24.8,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",6,2,207,21,60,81,23.3,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",6,7,185,6,48,54,20.5,0
"de Chenonceau / Chomedey","Laval",6,7,3,0,0,0,22.2,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",7,2,62,6,19,25,25.9,0
"Alexandre-DeSève / Ontario","Ville-Marie",6,5,114,27,30,57,18.9,0
"Atwater / Sherbrooke","Ville-Marie",8,4,47,9,16,25,16.9,0
"Jean-Paul-Vincent / Adoncour","Longueuil",6,7,1,0,0,0,16.3,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",10,4,23,2,5,7,9.6,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",8,3,165,28,38,66,18.1,0
"St-Jacques / St-Laurent","Ville-Marie",5,6,57,3,10,13,12.8,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",7,5,150,20,38,58,23.2,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",9,2,135,16,56,72,13.7,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",10,4,32,6,7,13,9.6,0
"Hodge / Laperrière","Saint-Laurent",10,2,7,1,0,1,7,0
"Aylmer / Ste-Catherine","Ville-Marie",8,4,95,4,37,41,26.8,0
"Wilderton  / Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce",9,2,84,21,17,38,17.9,0
"Fullum / de Rouen","Ville-Marie",6,5,107,22,34,56,18.4,0
"Le Corbusier / St-Martin O","Laval",5,2,7,1,3,4,17.7,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",5,1,80,14,30,44,16.4,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",10,2,106,21,30,51,7.3,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",10,7,14,2,2,4,2.7,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",7,4,31,5,7,12,20.2,0
"de Côme / Jean-Talon","Saint-Léonard",9,7,7,0,2,2,10.5,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",7,6,209,24,40,64,25,0
"Métro Préfontaine (Préfontaine / Hochelaga)","Mercier - Hochelaga-Maisonneuve",5,7,66,4,12,16,18.3,0
"Earnscliffe / Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",7,6,51,3,14,17,25,0
"Fullum / de Rouen","Ville-Marie",8,5,102,19,19,38,19.7,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",5,1,17,5,3,8,21.8,1
"St-Hubert / Duluth","Le Plateau-Mont-Royal",9,5,176,11,56,67,16.6,0
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",8,5,1,0,0,0,20.1,1
"St-Hubert / Duluth","Le Plateau-Mont-Royal",6,6,126,9,13,22,19.5,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",7,7,14,0,4,4,19.5,0
"Dollard / Bernard","Outremont",6,3,68,9,23,32,24.7,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",7,2,16,5,3,8,25.9,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",5,1,47,14,13,27,15.3,0
"Michelet / Jean-Talon","Saint-Léonard",5,1,11,3,1,4,21.8,1
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",5,2,1,0,0,0,21.8,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",7,2,132,27,37,64,22.6,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",10,2,22,8,8,16,9.4,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",5,5,7,0,3,3,14.4,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",8,7,32,4,11,15,23.5,0
"Irwin / Allard","LaSalle",5,1,24,5,12,17,16.4,0
"Parc du Bois-Franc (de l'Équateur / des Andes)","Saint-Laurent",9,6,12,0,2,2,21.5,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",6,7,9,1,5,6,22.2,0
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",9,3,78,9,21,30,18.1,0
"Melville / de Maisonneuve","Westmount",7,1,101,13,38,51,20.4,0
